DATE,OFFENSE
12/12/19,ROBBERY
12/12/19,ASSAULT W/DANGEROUS WEAPON
12/12/19,ROBBERY
12/13/19,SEX ABUSE
12/13/19,ROBBERY
12/13/19,ASSAULT W/DANGEROUS WEAPON
12/13/19,ROBBERY
12/13/19,ROBBERY
12/14/19,ASSAULT W/DANGEROUS WEAPON
12/14/19,ROBBERY
12/14/19,ROBBERY
12/14/19,HOMICIDE
12/14/19,ROBBERY
12/14/19,ROBBERY
12/14/19,ASSAULT W/DANGEROUS WEAPON
12/14/19,ASSAULT W/DANGEROUS WEAPON
12/14/19,ASSAULT W/DANGEROUS WEAPON
12/14/19,ROBBERY
12/15/19,ROBBERY
12/15/19,ROBBERY
12/15/19,ASSAULT W/DANGEROUS WEAPON
12/15/19,ROBBERY
12/15/19,ROBBERY
12/15/19,ASSAULT W/DANGEROUS WEAPON
12/15/19,ASSAULT W/DANGEROUS WEAPON
12/15/19,ASSAULT W/DANGEROUS WEAPON
12/16/19,ROBBERY
12/16/19,SEX ABUSE
12/16/19,ASSAULT W/DANGEROUS WEAPON
12/17/19,ROBBERY
12/17/19,ROBBERY
12/17/19,SEX ABUSE
12/17/19,ASSAULT W/DANGEROUS WEAPON
12/17/19,ASSAULT W/DANGEROUS WEAPON
12/17/19,ROBBERY
12/17/19,ASSAULT W/DANGEROUS WEAPON
12/17/19,ROBBERY
12/17/19,ASSAULT W/DANGEROUS WEAPON
12/17/19,ROBBERY
12/17/19,ASSAULT W/DANGEROUS WEAPON
12/17/19,ROBBERY
12/17/19,ASSAULT W/DANGEROUS WEAPON
12/17/19,ASSAULT W/DANGEROUS WEAPON
12/18/19,ROBBERY
12/18/19,ASSAULT W/DANGEROUS WEAPON
12/18/19,ROBBERY
12/18/19,ROBBERY
12/18/19,ASSAULT W/DANGEROUS WEAPON
12/19/19,ROBBERY
12/19/19,ROBBERY
12/19/19,ROBBERY
12/19/19,ROBBERY
12/19/19,HOMICIDE
12/19/19,ROBBERY
12/19/19,ROBBERY
12/20/19,ASSAULT W/DANGEROUS WEAPON
12/20/19,ROBBERY
12/20/19,ROBBERY
12/20/19,ROBBERY
12/20/19,ROBBERY
12/20/19,ASSAULT W/DANGEROUS WEAPON
12/20/19,ROBBERY
12/20/19,ROBBERY
12/21/19,ROBBERY
12/21/19,ASSAULT W/DANGEROUS WEAPON
12/21/19,ROBBERY
12/21/19,ROBBERY
12/21/19,ASSAULT W/DANGEROUS WEAPON
12/21/19,HOMICIDE
12/21/19,ASSAULT W/DANGEROUS WEAPON
12/22/19,ASSAULT W/DANGEROUS WEAPON
12/22/19,ROBBERY
12/22/19,ROBBERY
12/22/19,ROBBERY
12/22/19,ASSAULT W/DANGEROUS WEAPON
12/22/19,ROBBERY
12/22/19,ASSAULT W/DANGEROUS WEAPON
12/22/19,ROBBERY
12/22/19,ROBBERY
12/23/19,ASSAULT W/DANGEROUS WEAPON
12/23/19,ASSAULT W/DANGEROUS WEAPON
12/23/19,ROBBERY
12/23/19,ASSAULT W/DANGEROUS WEAPON
12/24/19,ROBBERY
12/24/19,ASSAULT W/DANGEROUS WEAPON
12/24/19,ASSAULT W/DANGEROUS WEAPON
12/24/19,ROBBERY
12/24/19,HOMICIDE
12/24/19,ASSAULT W/DANGEROUS WEAPON
12/24/19,ROBBERY
12/24/19,ROBBERY
12/24/19,ASSAULT W/DANGEROUS WEAPON
12/24/19,ASSAULT W/DANGEROUS WEAPON
12/25/19,ASSAULT W/DANGEROUS WEAPON
12/25/19,ROBBERY
12/25/19,ROBBERY
12/25/19,ROBBERY
12/26/19,ROBBERY
12/26/19,ROBBERY
12/26/19,ASSAULT W/DANGEROUS WEAPON
12/26/19,ROBBERY
12/26/19,ASSAULT W/DANGEROUS WEAPON
12/27/19,ROBBERY
12/27/19,ASSAULT W/DANGEROUS WEAPON
12/27/19,HOMICIDE
12/28/19,ASSAULT W/DANGEROUS WEAPON
12/28/19,ROBBERY
12/28/19,ROBBERY
12/28/19,ASSAULT W/DANGEROUS WEAPON
12/28/19,ROBBERY
12/28/19,HOMICIDE
12/28/19,ASSAULT W/DANGEROUS WEAPON
12/28/19,ROBBERY
12/28/19,ASSAULT W/DANGEROUS WEAPON
12/28/19,ASSAULT W/DANGEROUS WEAPON
12/28/19,ASSAULT W/DANGEROUS WEAPON
12/28/19,ASSAULT W/DANGEROUS WEAPON
12/28/19,ROBBERY
12/28/19,ROBBERY
12/29/19,ASSAULT W/DANGEROUS WEAPON
12/29/19,ROBBERY
12/29/19,ROBBERY
12/29/19,ASSAULT W/DANGEROUS WEAPON
12/29/19,ROBBERY
12/29/19,ROBBERY
12/29/19,ROBBERY
12/29/19,ASSAULT W/DANGEROUS WEAPON
12/30/19,SEX ABUSE
12/30/19,ASSAULT W/DANGEROUS WEAPON
12/30/19,ROBBERY
12/30/19,ROBBERY
12/30/19,ASSAULT W/DANGEROUS WEAPON
12/31/19,ROBBERY
12/31/19,ROBBERY
12/31/19,ROBBERY
12/31/19,ASSAULT W/DANGEROUS WEAPON
12/31/19,ASSAULT W/DANGEROUS WEAPON
12/31/19,ASSAULT W/DANGEROUS WEAPON
12/31/19,HOMICIDE
12/31/19,ROBBERY
12/31/19,ROBBERY
12/31/19,ASSAULT W/DANGEROUS WEAPON
12/31/19,SEX ABUSE
1/1/20,ASSAULT W/DANGEROUS WEAPON
1/1/20,SEX ABUSE
1/1/20,ASSAULT W/DANGEROUS WEAPON
1/1/20,ROBBERY
1/1/20,ASSAULT W/DANGEROUS WEAPON
1/1/20,ROBBERY
1/1/20,ASSAULT W/DANGEROUS WEAPON
1/1/20,ROBBERY
1/1/20,ROBBERY
1/1/20,ROBBERY
1/1/20,ROBBERY
1/2/20,ROBBERY
1/2/20,ASSAULT W/DANGEROUS WEAPON
1/2/20,ROBBERY
1/2/20,ASSAULT W/DANGEROUS WEAPON
1/3/20,ROBBERY
1/3/20,ROBBERY
1/3/20,ROBBERY
1/3/20,ROBBERY
1/3/20,ROBBERY
1/3/20,ASSAULT W/DANGEROUS WEAPON
1/3/20,SEX ABUSE
1/3/20,ROBBERY
1/3/20,ROBBERY
1/3/20,SEX ABUSE
1/3/20,SEX ABUSE
1/3/20,ROBBERY
1/3/20,ASSAULT W/DANGEROUS WEAPON
1/4/20,ASSAULT W/DANGEROUS WEAPON
1/4/20,ROBBERY
1/4/20,ROBBERY
1/4/20,HOMICIDE
1/4/20,ROBBERY
1/4/20,ROBBERY
1/4/20,ASSAULT W/DANGEROUS WEAPON
1/4/20,ROBBERY
1/4/20,SEX ABUSE
1/4/20,ROBBERY
1/5/20,HOMICIDE
1/5/20,ROBBERY
1/5/20,HOMICIDE
1/5/20,ROBBERY
1/5/20,ASSAULT W/DANGEROUS WEAPON
1/5/20,ROBBERY
1/6/20,ROBBERY
1/6/20,ROBBERY
1/6/20,ROBBERY
1/6/20,ROBBERY
1/6/20,ROBBERY
1/6/20,ROBBERY
1/6/20,HOMICIDE
1/6/20,ASSAULT W/DANGEROUS WEAPON
1/6/20,ASSAULT W/DANGEROUS WEAPON
1/7/20,HOMICIDE
1/7/20,ROBBERY
1/7/20,ROBBERY
1/7/20,ASSAULT W/DANGEROUS WEAPON
1/7/20,ASSAULT W/DANGEROUS WEAPON
1/7/20,ROBBERY
1/8/20,ROBBERY
1/8/20,SEX ABUSE
1/8/20,ASSAULT W/DANGEROUS WEAPON
1/8/20,ROBBERY
1/8/20,ROBBERY
1/8/20,ASSAULT W/DANGEROUS WEAPON
1/8/20,ROBBERY
1/8/20,ASSAULT W/DANGEROUS WEAPON
1/8/20,ASSAULT W/DANGEROUS WEAPON
1/8/20,ASSAULT W/DANGEROUS WEAPON
1/8/20,ROBBERY
1/9/20,ROBBERY
1/9/20,ROBBERY
1/9/20,ASSAULT W/DANGEROUS WEAPON
1/9/20,ROBBERY
1/9/20,ASSAULT W/DANGEROUS WEAPON
1/9/20,ROBBERY
1/9/20,HOMICIDE
1/9/20,ROBBERY
1/9/20,ASSAULT W/DANGEROUS WEAPON
1/9/20,ROBBERY
1/10/20,SEX ABUSE
1/10/20,ROBBERY
1/10/20,ROBBERY
1/10/20,ASSAULT W/DANGEROUS WEAPON
1/10/20,ROBBERY
1/11/20,ROBBERY
1/11/20,ROBBERY
1/11/20,ROBBERY
1/11/20,ROBBERY
1/11/20,ROBBERY
1/11/20,ROBBERY
1/11/20,ASSAULT W/DANGEROUS WEAPON
1/11/20,ASSAULT W/DANGEROUS WEAPON
1/11/20,ROBBERY
1/12/20,ASSAULT W/DANGEROUS WEAPON
1/12/20,ROBBERY
1/12/20,ASSAULT W/DANGEROUS WEAPON
1/12/20,ROBBERY
1/12/20,HOMICIDE
1/12/20,ROBBERY
1/12/20,ROBBERY
1/12/20,ROBBERY
1/12/20,ROBBERY
1/12/20,ROBBERY
1/12/20,ASSAULT W/DANGEROUS WEAPON
1/12/20,ASSAULT W/DANGEROUS WEAPON
1/12/20,SEX ABUSE
1/12/20,ROBBERY
1/13/20,ROBBERY
1/13/20,ASSAULT W/DANGEROUS WEAPON
1/13/20,ROBBERY
1/13/20,ASSAULT W/DANGEROUS WEAPON
1/14/20,ASSAULT W/DANGEROUS WEAPON
1/14/20,ROBBERY
1/14/20,ASSAULT W/DANGEROUS WEAPON
1/14/20,ASSAULT W/DANGEROUS WEAPON
1/14/20,ROBBERY
1/14/20,ROBBERY
1/14/20,ROBBERY
1/14/20,ASSAULT W/DANGEROUS WEAPON
1/14/20,ROBBERY
1/14/20,ASSAULT W/DANGEROUS WEAPON
1/14/20,HOMICIDE
1/14/20,ASSAULT W/DANGEROUS WEAPON
1/14/20,ROBBERY
1/15/20,ASSAULT W/DANGEROUS WEAPON
1/15/20,ROBBERY
1/15/20,ROBBERY
1/15/20,SEX ABUSE
1/16/20,ASSAULT W/DANGEROUS WEAPON
1/16/20,ROBBERY
1/16/20,ASSAULT W/DANGEROUS WEAPON
1/16/20,ROBBERY
1/16/20,ASSAULT W/DANGEROUS WEAPON
1/16/20,ASSAULT W/DANGEROUS WEAPON
1/17/20,ASSAULT W/DANGEROUS WEAPON
1/17/20,ROBBERY
1/17/20,SEX ABUSE
1/17/20,ROBBERY
1/17/20,ASSAULT W/DANGEROUS WEAPON
1/18/20,ROBBERY
1/18/20,ASSAULT W/DANGEROUS WEAPON
1/18/20,ASSAULT W/DANGEROUS WEAPON
1/19/20,ROBBERY
1/19/20,ASSAULT W/DANGEROUS WEAPON
1/19/20,ROBBERY
1/19/20,ROBBERY
1/19/20,ASSAULT W/DANGEROUS WEAPON
1/20/20,ASSAULT W/DANGEROUS WEAPON
1/20/20,ROBBERY
1/20/20,ASSAULT W/DANGEROUS WEAPON
1/20/20,ROBBERY
1/20/20,SEX ABUSE
1/20/20,ROBBERY
1/20/20,ROBBERY
1/21/20,ROBBERY
1/22/20,ROBBERY
1/22/20,ROBBERY
1/22/20,ASSAULT W/DANGEROUS WEAPON
1/22/20,ASSAULT W/DANGEROUS WEAPON
1/22/20,ROBBERY
1/22/20,ROBBERY
1/22/20,ROBBERY
1/23/20,ROBBERY
1/23/20,ROBBERY
1/23/20,ROBBERY
1/23/20,ROBBERY
1/23/20,ASSAULT W/DANGEROUS WEAPON
1/23/20,ASSAULT W/DANGEROUS WEAPON
1/23/20,ASSAULT W/DANGEROUS WEAPON
1/23/20,ASSAULT W/DANGEROUS WEAPON
1/24/20,ROBBERY
1/24/20,ROBBERY
1/24/20,ROBBERY
1/24/20,ASSAULT W/DANGEROUS WEAPON
1/24/20,ROBBERY
1/24/20,ROBBERY
1/24/20,ASSAULT W/DANGEROUS WEAPON
1/24/20,ROBBERY
1/24/20,ROBBERY
1/24/20,ROBBERY
1/24/20,SEX ABUSE
1/25/20,SEX ABUSE
1/25/20,ROBBERY
1/25/20,ROBBERY
1/25/20,ROBBERY
1/25/20,ROBBERY
1/25/20,ASSAULT W/DANGEROUS WEAPON
1/25/20,ROBBERY
1/25/20,ASSAULT W/DANGEROUS WEAPON
1/25/20,ROBBERY
1/25/20,ROBBERY
1/25/20,ROBBERY
1/25/20,ROBBERY
1/25/20,ASSAULT W/DANGEROUS WEAPON
1/25/20,ASSAULT W/DANGEROUS WEAPON
1/26/20,HOMICIDE
1/26/20,ROBBERY
1/26/20,ASSAULT W/DANGEROUS WEAPON
1/26/20,ROBBERY
1/26/20,ROBBERY
1/26/20,ASSAULT W/DANGEROUS WEAPON
1/26/20,HOMICIDE
1/26/20,ROBBERY
1/26/20,ROBBERY
1/26/20,ASSAULT W/DANGEROUS WEAPON
1/26/20,HOMICIDE
1/27/20,ASSAULT W/DANGEROUS WEAPON
1/27/20,ROBBERY
1/27/20,ROBBERY
1/27/20,ASSAULT W/DANGEROUS WEAPON
1/27/20,ASSAULT W/DANGEROUS WEAPON
1/27/20,ROBBERY
1/28/20,ROBBERY
1/28/20,HOMICIDE
1/28/20,ROBBERY
1/28/20,ASSAULT W/DANGEROUS WEAPON
1/28/20,ROBBERY
1/28/20,ROBBERY
1/28/20,ROBBERY
1/28/20,ROBBERY
1/28/20,ROBBERY
1/29/20,ASSAULT W/DANGEROUS WEAPON
1/29/20,ROBBERY
1/29/20,ASSAULT W/DANGEROUS WEAPON
1/29/20,ASSAULT W/DANGEROUS WEAPON
1/29/20,ASSAULT W/DANGEROUS WEAPON
1/29/20,ROBBERY
1/29/20,ROBBERY
1/29/20,ASSAULT W/DANGEROUS WEAPON
1/29/20,ROBBERY
1/29/20,ASSAULT W/DANGEROUS WEAPON
1/30/20,ROBBERY
1/30/20,ASSAULT W/DANGEROUS WEAPON
1/30/20,ASSAULT W/DANGEROUS WEAPON
1/30/20,ROBBERY
1/30/20,ROBBERY
1/31/20,ROBBERY
1/31/20,ASSAULT W/DANGEROUS WEAPON
1/31/20,ROBBERY
1/31/20,ROBBERY
1/31/20,SEX ABUSE
1/31/20,ROBBERY
1/31/20,ROBBERY
1/31/20,ROBBERY
1/31/20,ROBBERY
1/31/20,HOMICIDE
1/31/20,ROBBERY
1/31/20,SEX ABUSE
1/31/20,ASSAULT W/DANGEROUS WEAPON
2/1/20,ASSAULT W/DANGEROUS WEAPON
2/1/20,SEX ABUSE
2/1/20,ROBBERY
2/1/20,ROBBERY
2/1/20,HOMICIDE
2/1/20,ASSAULT W/DANGEROUS WEAPON
2/1/20,ASSAULT W/DANGEROUS WEAPON
2/1/20,ASSAULT W/DANGEROUS WEAPON
2/2/20,HOMICIDE
2/2/20,ROBBERY
2/2/20,SEX ABUSE
2/2/20,ASSAULT W/DANGEROUS WEAPON
2/2/20,ROBBERY
2/2/20,ASSAULT W/DANGEROUS WEAPON
2/2/20,ROBBERY
2/3/20,ASSAULT W/DANGEROUS WEAPON
2/3/20,ROBBERY
2/3/20,ROBBERY
2/3/20,ASSAULT W/DANGEROUS WEAPON
2/3/20,ASSAULT W/DANGEROUS WEAPON
2/3/20,ASSAULT W/DANGEROUS WEAPON
2/3/20,SEX ABUSE
2/3/20,ASSAULT W/DANGEROUS WEAPON
2/3/20,ASSAULT W/DANGEROUS WEAPON
2/3/20,ROBBERY
2/4/20,ASSAULT W/DANGEROUS WEAPON
2/4/20,ROBBERY
2/4/20,ROBBERY
2/4/20,ROBBERY
2/4/20,ROBBERY
2/5/20,ROBBERY
2/5/20,ROBBERY
2/5/20,ASSAULT W/DANGEROUS WEAPON
2/5/20,ASSAULT W/DANGEROUS WEAPON
2/5/20,ROBBERY
2/5/20,ASSAULT W/DANGEROUS WEAPON
2/6/20,ASSAULT W/DANGEROUS WEAPON
2/6/20,SEX ABUSE
2/6/20,ROBBERY
2/6/20,ROBBERY
2/6/20,ROBBERY
2/6/20,HOMICIDE
2/6/20,SEX ABUSE
2/6/20,ROBBERY
2/7/20,SEX ABUSE
2/7/20,SEX ABUSE
2/7/20,SEX ABUSE
2/7/20,ASSAULT W/DANGEROUS WEAPON
2/7/20,ROBBERY
2/7/20,ROBBERY
2/8/20,ASSAULT W/DANGEROUS WEAPON
2/8/20,ROBBERY
2/8/20,ROBBERY
2/8/20,ROBBERY
2/8/20,ROBBERY
2/8/20,ASSAULT W/DANGEROUS WEAPON
2/8/20,SEX ABUSE
2/9/20,ASSAULT W/DANGEROUS WEAPON
2/9/20,ASSAULT W/DANGEROUS WEAPON
2/9/20,ROBBERY
2/9/20,ROBBERY
2/9/20,ASSAULT W/DANGEROUS WEAPON
2/9/20,ROBBERY
2/10/20,ROBBERY
2/10/20,ROBBERY
2/10/20,ROBBERY
2/11/20,ROBBERY
2/11/20,ASSAULT W/DANGEROUS WEAPON
2/11/20,ROBBERY
2/11/20,ROBBERY
2/11/20,ROBBERY
2/12/20,ROBBERY
2/12/20,SEX ABUSE
2/12/20,ROBBERY
2/12/20,ASSAULT W/DANGEROUS WEAPON
2/12/20,ROBBERY
2/12/20,ROBBERY
2/13/20,ROBBERY
2/13/20,ASSAULT W/DANGEROUS WEAPON
2/13/20,ROBBERY
2/13/20,ASSAULT W/DANGEROUS WEAPON
2/13/20,ROBBERY
2/13/20,ASSAULT W/DANGEROUS WEAPON
2/13/20,HOMICIDE
2/13/20,ROBBERY
2/14/20,ASSAULT W/DANGEROUS WEAPON
2/14/20,SEX ABUSE
2/14/20,ROBBERY
2/14/20,ASSAULT W/DANGEROUS WEAPON
2/14/20,ROBBERY
2/14/20,ASSAULT W/DANGEROUS WEAPON
2/14/20,ASSAULT W/DANGEROUS WEAPON
2/14/20,ROBBERY
2/14/20,ASSAULT W/DANGEROUS WEAPON
2/15/20,ROBBERY
2/15/20,ROBBERY
2/15/20,ROBBERY
2/15/20,ASSAULT W/DANGEROUS WEAPON
2/15/20,ASSAULT W/DANGEROUS WEAPON
2/15/20,HOMICIDE
2/15/20,ASSAULT W/DANGEROUS WEAPON
2/15/20,ASSAULT W/DANGEROUS WEAPON
2/15/20,ASSAULT W/DANGEROUS WEAPON
2/15/20,ASSAULT W/DANGEROUS WEAPON
2/16/20,ROBBERY
2/16/20,ROBBERY
2/16/20,ASSAULT W/DANGEROUS WEAPON
2/16/20,ROBBERY
2/16/20,ROBBERY
2/16/20,ASSAULT W/DANGEROUS WEAPON
2/16/20,ASSAULT W/DANGEROUS WEAPON
2/17/20,ASSAULT W/DANGEROUS WEAPON
2/17/20,ROBBERY
2/17/20,ROBBERY
2/17/20,ROBBERY
2/17/20,ASSAULT W/DANGEROUS WEAPON
2/17/20,ASSAULT W/DANGEROUS WEAPON
2/17/20,ASSAULT W/DANGEROUS WEAPON
2/17/20,ASSAULT W/DANGEROUS WEAPON
2/17/20,HOMICIDE
2/17/20,ROBBERY
2/18/20,ASSAULT W/DANGEROUS WEAPON
2/18/20,ROBBERY
2/18/20,ROBBERY
2/18/20,ROBBERY
2/18/20,ROBBERY
2/18/20,ASSAULT W/DANGEROUS WEAPON
2/18/20,ASSAULT W/DANGEROUS WEAPON
2/18/20,ROBBERY
2/18/20,SEX ABUSE
2/18/20,SEX ABUSE
2/19/20,ROBBERY
2/19/20,ASSAULT W/DANGEROUS WEAPON
2/19/20,ASSAULT W/DANGEROUS WEAPON
2/19/20,SEX ABUSE
2/20/20,ROBBERY
2/20/20,ASSAULT W/DANGEROUS WEAPON
2/20/20,ROBBERY
2/20/20,ROBBERY
2/20/20,ASSAULT W/DANGEROUS WEAPON
2/20/20,ROBBERY
2/20/20,ROBBERY
2/20/20,SEX ABUSE
2/20/20,ROBBERY
2/20/20,ROBBERY
2/20/20,ROBBERY
2/20/20,ROBBERY
2/20/20,ASSAULT W/DANGEROUS WEAPON
2/20/20,ASSAULT W/DANGEROUS WEAPON
2/21/20,ASSAULT W/DANGEROUS WEAPON
2/21/20,ASSAULT W/DANGEROUS WEAPON
2/21/20,SEX ABUSE
2/22/20,HOMICIDE
2/22/20,ASSAULT W/DANGEROUS WEAPON
2/22/20,HOMICIDE
2/22/20,ASSAULT W/DANGEROUS WEAPON
2/22/20,ASSAULT W/DANGEROUS WEAPON
2/22/20,ASSAULT W/DANGEROUS WEAPON
2/22/20,ROBBERY
2/22/20,ASSAULT W/DANGEROUS WEAPON
2/23/20,ASSAULT W/DANGEROUS WEAPON
2/23/20,ROBBERY
2/23/20,ASSAULT W/DANGEROUS WEAPON
2/23/20,ASSAULT W/DANGEROUS WEAPON
2/23/20,ASSAULT W/DANGEROUS WEAPON
2/23/20,ROBBERY
2/23/20,ROBBERY
2/23/20,ROBBERY
2/23/20,ASSAULT W/DANGEROUS WEAPON
2/23/20,ROBBERY
2/23/20,ROBBERY
2/24/20,ROBBERY
2/24/20,ROBBERY
2/24/20,ROBBERY
2/24/20,ROBBERY
2/24/20,ASSAULT W/DANGEROUS WEAPON
2/24/20,ASSAULT W/DANGEROUS WEAPON
2/24/20,ASSAULT W/DANGEROUS WEAPON
2/24/20,ROBBERY
2/24/20,ROBBERY
2/24/20,ROBBERY
2/24/20,ROBBERY
2/25/20,ASSAULT W/DANGEROUS WEAPON
2/25/20,ROBBERY
2/25/20,SEX ABUSE
2/25/20,ASSAULT W/DANGEROUS WEAPON
2/26/20,ROBBERY
2/26/20,ROBBERY
2/26/20,ROBBERY
2/26/20,SEX ABUSE
2/26/20,ASSAULT W/DANGEROUS WEAPON
2/26/20,ASSAULT W/DANGEROUS WEAPON
2/27/20,ROBBERY
2/27/20,ASSAULT W/DANGEROUS WEAPON
2/27/20,ASSAULT W/DANGEROUS WEAPON
2/27/20,ROBBERY
2/27/20,ROBBERY
2/27/20,ROBBERY
2/28/20,ROBBERY
2/28/20,ROBBERY
2/28/20,ASSAULT W/DANGEROUS WEAPON
2/28/20,HOMICIDE
2/28/20,ASSAULT W/DANGEROUS WEAPON
2/29/20,ASSAULT W/DANGEROUS WEAPON
2/29/20,ASSAULT W/DANGEROUS WEAPON
2/29/20,ROBBERY
2/29/20,ROBBERY
2/29/20,ASSAULT W/DANGEROUS WEAPON
3/1/20,SEX ABUSE
3/1/20,HOMICIDE
3/1/20,ROBBERY
3/1/20,HOMICIDE
3/1/20,ASSAULT W/DANGEROUS WEAPON
3/1/20,ASSAULT W/DANGEROUS WEAPON
3/1/20,ROBBERY
3/1/20,ASSAULT W/DANGEROUS WEAPON
3/1/20,ASSAULT W/DANGEROUS WEAPON
3/1/20,ROBBERY
3/1/20,ROBBERY
3/1/20,ASSAULT W/DANGEROUS WEAPON
3/1/20,ROBBERY
3/2/20,ASSAULT W/DANGEROUS WEAPON
3/2/20,ASSAULT W/DANGEROUS WEAPON
3/2/20,ASSAULT W/DANGEROUS WEAPON
3/2/20,ASSAULT W/DANGEROUS WEAPON
3/2/20,HOMICIDE
3/3/20,ROBBERY
3/3/20,ROBBERY
3/3/20,ASSAULT W/DANGEROUS WEAPON
3/4/20,ASSAULT W/DANGEROUS WEAPON
3/5/20,ASSAULT W/DANGEROUS WEAPON
3/5/20,ASSAULT W/DANGEROUS WEAPON
3/5/20,ROBBERY
3/5/20,ROBBERY
3/5/20,ASSAULT W/DANGEROUS WEAPON
3/5/20,ROBBERY
3/5/20,ROBBERY
3/5/20,ROBBERY
3/5/20,ASSAULT W/DANGEROUS WEAPON
3/5/20,ASSAULT W/DANGEROUS WEAPON
3/5/20,SEX ABUSE
3/5/20,ROBBERY
3/6/20,ASSAULT W/DANGEROUS WEAPON
3/6/20,ROBBERY
3/6/20,ROBBERY
3/6/20,ROBBERY
3/7/20,ROBBERY
3/7/20,ROBBERY
3/7/20,ASSAULT W/DANGEROUS WEAPON
3/7/20,ROBBERY
3/7/20,ASSAULT W/DANGEROUS WEAPON
3/7/20,ASSAULT W/DANGEROUS WEAPON
3/8/20,ROBBERY
3/8/20,ROBBERY
3/8/20,ROBBERY
3/8/20,ROBBERY
3/8/20,ROBBERY
3/8/20,ASSAULT W/DANGEROUS WEAPON
3/8/20,ASSAULT W/DANGEROUS WEAPON
3/8/20,ASSAULT W/DANGEROUS WEAPON
3/8/20,ROBBERY
3/9/20,ROBBERY
3/9/20,ROBBERY
3/9/20,ASSAULT W/DANGEROUS WEAPON
3/10/20,ASSAULT W/DANGEROUS WEAPON
3/10/20,ASSAULT W/DANGEROUS WEAPON
3/10/20,ASSAULT W/DANGEROUS WEAPON
3/10/20,ASSAULT W/DANGEROUS WEAPON
3/10/20,ASSAULT W/DANGEROUS WEAPON
3/10/20,ASSAULT W/DANGEROUS WEAPON
3/10/20,HOMICIDE
3/10/20,ROBBERY
3/11/20,ASSAULT W/DANGEROUS WEAPON
3/11/20,ROBBERY
3/13/20,ROBBERY
3/13/20,ROBBERY
3/13/20,ROBBERY
3/13/20,ASSAULT W/DANGEROUS WEAPON
3/13/20,ROBBERY
3/13/20,ASSAULT W/DANGEROUS WEAPON
3/13/20,ASSAULT W/DANGEROUS WEAPON
3/14/20,ASSAULT W/DANGEROUS WEAPON
3/14/20,ROBBERY
3/14/20,ROBBERY
3/14/20,ASSAULT W/DANGEROUS WEAPON
3/14/20,ROBBERY
3/14/20,ASSAULT W/DANGEROUS WEAPON
3/14/20,ROBBERY
3/14/20,ASSAULT W/DANGEROUS WEAPON
3/14/20,ASSAULT W/DANGEROUS WEAPON
3/14/20,ASSAULT W/DANGEROUS WEAPON
3/14/20,ASSAULT W/DANGEROUS WEAPON
3/14/20,ROBBERY
3/14/20,ROBBERY
3/15/20,HOMICIDE
3/15/20,ROBBERY
3/15/20,ASSAULT W/DANGEROUS WEAPON
3/15/20,ROBBERY
3/16/20,ROBBERY
3/16/20,ASSAULT W/DANGEROUS WEAPON
3/16/20,ASSAULT W/DANGEROUS WEAPON
3/17/20,ROBBERY
3/17/20,ROBBERY
3/17/20,ROBBERY
3/17/20,ROBBERY
3/17/20,ROBBERY
3/18/20,ASSAULT W/DANGEROUS WEAPON
3/18/20,ROBBERY
3/18/20,ASSAULT W/DANGEROUS WEAPON
3/19/20,ASSAULT W/DANGEROUS WEAPON
3/19/20,ROBBERY
3/19/20,ASSAULT W/DANGEROUS WEAPON
3/19/20,ASSAULT W/DANGEROUS WEAPON
3/19/20,ASSAULT W/DANGEROUS WEAPON
3/19/20,ASSAULT W/DANGEROUS WEAPON
3/19/20,ROBBERY
3/20/20,ROBBERY
3/20/20,ROBBERY
3/20/20,ROBBERY
3/20/20,ASSAULT W/DANGEROUS WEAPON
3/21/20,ASSAULT W/DANGEROUS WEAPON
3/21/20,ASSAULT W/DANGEROUS WEAPON
3/21/20,ROBBERY
3/21/20,ASSAULT W/DANGEROUS WEAPON
3/21/20,ASSAULT W/DANGEROUS WEAPON
3/21/20,ASSAULT W/DANGEROUS WEAPON
3/21/20,SEX ABUSE
3/21/20,ASSAULT W/DANGEROUS WEAPON
3/21/20,ASSAULT W/DANGEROUS WEAPON
3/21/20,ROBBERY
3/21/20,HOMICIDE
3/21/20,ROBBERY
3/22/20,ASSAULT W/DANGEROUS WEAPON
3/22/20,ROBBERY
3/22/20,ROBBERY
3/22/20,ASSAULT W/DANGEROUS WEAPON
3/22/20,ROBBERY
3/23/20,ROBBERY
3/23/20,ROBBERY
3/23/20,ROBBERY
3/23/20,ASSAULT W/DANGEROUS WEAPON
3/23/20,ASSAULT W/DANGEROUS WEAPON
3/23/20,ASSAULT W/DANGEROUS WEAPON
3/24/20,ASSAULT W/DANGEROUS WEAPON
3/24/20,ROBBERY
3/24/20,ASSAULT W/DANGEROUS WEAPON
3/24/20,ASSAULT W/DANGEROUS WEAPON
3/24/20,ASSAULT W/DANGEROUS WEAPON
3/24/20,ASSAULT W/DANGEROUS WEAPON
3/24/20,SEX ABUSE
3/24/20,ASSAULT W/DANGEROUS WEAPON
3/24/20,ROBBERY
3/25/20,ROBBERY
3/25/20,ASSAULT W/DANGEROUS WEAPON
3/25/20,ROBBERY
3/25/20,ASSAULT W/DANGEROUS WEAPON
3/25/20,ASSAULT W/DANGEROUS WEAPON
3/25/20,ROBBERY
3/26/20,ASSAULT W/DANGEROUS WEAPON
